חותמת זמן	שם ההשתלמות 	1. מה היא שביעות רצונך הכללית מהכשרה/העשרה ?	2. באיזה מידה הרגשת חופשי לשאול את המרצים שאלות ?	3.   באיזה מידה הרגשת שהכשרה/העשרה תרמה לך ?	4. באיזה מידה הייתה הלימה בין תכני ההרצאה והנושאים שעניינוו אותך?	5. באיזה מידה ההכשרה/העשרה חידשה או נתנה לך מידע חדש ?	6. באיזו מידה הכשרה/העשרה נתנה לך כלים יישומיים לשימוש יומיומי?	7. האם אתה  מתכוון ליישמם בעבודתך ?	8. ציין אילו שינויים בשדה הקליני/במקום עבודתך את/ה תנקוט בעקבות הכשרה/העשרה?  פרט:	9. לסיכום נשמח לשמוע על החוויה שלך- מה עבד טוב ומה היית מציע/ה לשפר ?  פרט:	תודה על שיתוף הפעולה!
14/05/2025 17:23:59	ניהול טיפול בכאב	4	4	4	4	4	4	4			
14/05/2025 17:24:28	ניהול טיפול בכאב	4	3	3	2	3	4	3	להקל על אנשים את הסבל שלהם		
14/05/2025 17:25:03	ניהול טיפול בכאב	5	5	5	5	5	5	5			
14/05/2025 17:25:31	ניהול טיפול בכאב	5	5	5	5	5	5	5			תודה
14/05/2025 17:25:38	ניהול טיפול בכאב	5	5	5	5	5	5	5	הבנה עמוקה למהות הכאב, שיטות טיפול יעילות יותר 	הכל עבד טוב ובאופן מעניין 	
14/05/2025 17:25:52	ניהול טיפול בכאב	5	5	5	5	5	5	5	.ה	קורס מאוד עשיר וטוב	
14/05/2025 17:25:55	ניהול טיפול בכאב	3	3	3	3	3	4	4			
14/05/2025 17:26:12	ניהול טיפול בכאב	5	5	5	5	5	5	5			
14/05/2025 17:26:30	ניהול טיפול בכאב	4	5	4	4	3	3	5	אומדני כאב	פעם ראשונה שלי בזום , הרצאות פחות ארוכות	תודה
14/05/2025 17:26:30	ניהול טיפול בכאב	5	4	3	4	4	3	4	ללא שינויים 	שמחה מאוד לעבור את הקורס אצלכם 	תודה לכם 
14/05/2025 17:26:32	ניהול טיפול בכאב	4	4	4	4	4	4	4	בצוע אומדן כאב נכון 	קורס עבר בתצורה יפה רכשתי הרבה ידע 	תודה לכם
14/05/2025 17:26:33	ניהול טיפול בכאב	4	5	4	4	4	4	5		היה מעניין  רכשתי ידע וכלי לעבודה 	
14/05/2025 17:26:49	ניהול טיפול בכאב	5	5	5	5	5	5	5	בכל מה שלמדתי בקורס אני יקח את החלק הזה 		
14/05/2025 17:27:12	ניהול טיפול בכאב	5	5	5	5	5	5	5			תודה רבה על הקורס יעיל ביותר!
14/05/2025 17:28:17	ניהול טיפול בכאב	5	5	5	5	5	5	5	ניהול אירוע 	תודה רבה על הנתינה והתמיכה שקיבלתי במהלך הקורס. הענקתם לי מידע חדש 	תודה רבה מכל הלב לכל מרצה שלווה אותי במהלך הקורס
14/05/2025 17:28:53	ניהול טיפול בכאב	5	5	5	5	5	5	5	תשומת לב לגורמים חיצונים לכאב  וניהול טיפול תרופתי 	הכל היה נפלא 	
14/05/2025 17:29:55	ניהול טיפול בכאב	4	4	4	4	4	4	4		הכל בסדר 	
14/05/2025 17:30:32	ניהול טיפול בכאב	3	4	4	4	4	4	4	אין מה להוסיף	אין מה להוסיף	
14/05/2025 17:32:41	ניהול טיפול בכאב	5	5	4	4	5	5	5	שיפור איכות הטיפול	אין שינויים 	תודה רבה צברתי המון ידע 
14/05/2025 17:34:24	ניהול טיפול בכאב	5	5	5	5	4	5	5			
14/05/2025 17:48:39	ניהול טיפול בכאב	5	5	5	5	5	5	5	עכשיו אני נאמנת הכאב במחלקה , עושה מעקב שבועי לאומדן כאב של כל המטופלים	מאוד מצוינת	❤️
14/05/2025 18:32:49	ניהול טיפול בכאב	4	4	4	5	4	5	4			
14/05/2025 18:59:44	ניהול טיפול בכאב	5	5	4	5	4	5	5	אתחיל לעשות הדרכות לצוות על אומדני הכאב והטיפול בכאב	שעות מוקדמות יותר	תודה לכם
15/05/2025 11:16:33	ניהול טיפול בכאב	5	5	5	5	5	5	5		למדתי והתפתחי הרבה .רכשתי כלי עבודה 	
29/05/2025 17:32:44	סכרת	5	5	5	4	5	5	5			
29/05/2025 17:32:46	סכרת	5	5	5	5	4	4	5			
29/05/2025 17:32:48	סכרת	5	5	5	5	5	5	5		כל המרצים נתנו לנו ידע מהםם	תודה 
29/05/2025 17:33:10	סכרת	4	4	4	4	4	4	5	כף רגל סוכרתית , זריקות וטיפול 	חוויה טוב 	
29/05/2025 17:33:25	סכרת	5	5	5	5	5	5	5	שיפור איכות הטיפול	צברתי הרבה מידע ולמדתי המון 	תודה רבה לכל מרצה נהניתי בכל שיעור 
29/05/2025 17:33:36	סכרת	4	4	4	4	5	4	4	מאוד עזר לי לאזן דיירים במוסד גריאטרי איפה שאני עובדת ולעזור לרופאה לבחור תרופות מתאימות לדייר 		
29/05/2025 17:33:58	סכרת	5	5	5	5	5	5	5	להתמקד יותר בתוכניות לאזן חולים סוכרתיים	הכל היה מובן, קל וברור	המון תודה
29/05/2025 17:34:01	סכרת	4	4	4	4	4	4	4	למדתי על חישוב מתן אינסולין,זה עוזר כש יש לך ספק שרופא טעה	הייה קורס מהמם,אך  קליטה לעתים היתב לא טובה	
29/05/2025 17:34:07	סכרת	5	2	5	4	5	5	3	yes	very well	thank you
29/05/2025 17:34:18	סכרת	4	5	5	5	5	5	5	הופסק שימוש באינסולין טווח קצר.	לתת קצת יותר זמן לנושא של תרופות	
29/05/2025 17:34:35	סכרת	5	4	5	5	5	4	5			
29/05/2025 17:34:36	סכרת	4	5	5	4	4	4	4	במלך   הכשרה  רכשתי כלים   חשובים  לעבודה  עם המוטפלים 	הכשרה  הייתה   חוויתית מענייינת  ומעשירה , המרצים  היו  מקצועים 	תודה 
29/05/2025 17:34:37	סכרת	4	4	4	5	4	4	4	מקווה ש יעוזר בעבודה		
29/05/2025 17:34:37	סכרת	4	4	4	4	4	5	4			
29/05/2025 17:34:39	סכרת	5	4	5	5	5	4	5			
29/05/2025 17:34:41	סכרת	4	5	4	5	4	4	4	הכל בסדר וטוב	הכל הייה טוב ומובן 	
29/05/2025 17:34:56	סכרת	5	5	5	5	4	5	5			
29/05/2025 17:35:10	סכרת	4	5	4	5	4	4	5	שיטות וטכנקאות לאיזון סוכא בקשישים 	הקורס מושלם 	בבקשה 
29/05/2025 17:36:00	סכרת	5	5	5	5	5	5	5		מרצים   וחומר נהדר 	
29/05/2025 17:36:48	סכרת	4	5	4	5	5	4	5		השיעורים של גב' רווית היום מעניין מאוד, מעבירה חומר בצורה ברורה וטובה ללמידה	תודה רבה, קורס מעשיר ומעניין נקודה לשיפור- שליחת המצגות לפחות יום לפני עבור האנשים שמעדיפי להדפיס ולרשום הערות בזמן השיעור
29/05/2025 17:38:20	סכרת	5	5	5	5	5	5	5			
29/05/2025 17:43:03	סכרת	4	5	4	4	5	3	4	העמקת ההסברה של מה שלמדתי בקורס	קורס שנתן לי הכשרת ידע בנושא סכרת 	
29/05/2025 17:43:29	סכרת	5	5	5	5	4	4	5	שיפור בניהול הטיפול לחולה סוכרת במרפאה 	היה קורס מאד מועיל מרצים מקצועיים ובעלי סבלנות וגמישים.  לדעתי אפשר להוסיף לחומר ההרצאה שאלות על מנת שכל הקבוצה תשתף ותעלה רעיונות  	בהצלחה וישר כח אני אשתתף בעוד קורסים של העמותה 
03/06/2025 17:13:08	קורס טיפול פליאטיבי	5	5	4	4	4	4	4		קורס רשום לכל מקצועות הבריאות היו כמה הרצאות קשורות רק לאחים/ ות 	תודה
03/06/2025 17:14:56	קורס טיפול פליאטיבי	3	5	3	4	4	4	4		היתה טובה מאוד תודה	תודה רבה
03/06/2025 17:23:10	קורס טיפול פליאטיבי	4	5	5	4	4	4	5	הצטרפות לועדה פליאטיבית מוסדית, קיום ישיבות צוות על מטופלים רלוונטיים.	. 1. הייתה חסרה לי תוכנית מסודרת של תאריכי המפגשים והרצאות לפני התחלת הקורס וקיבלנו אותה רק לאחר כמה מפגשים. 2.  היה חסר רצף של מפגשים כי היו שבועות שלא התקיימו מפגשים. 3. מרצים בודדים רצו לעשות ״הכרות״ וסבב בין המשתתפים וזה גרם לעיכוב ואחרי זה מיהרו עם השקופיות או לא הספיקו (בעיניי מספיק סבב קצר במפגש ראשון). 2. היו שקופיות במצגות של מרצים שונים שחזרו על עצמן (כמו הגדרת חולה פליאטיבי, קובלר וכדומה…)	תודה רבה על הקורס. כדיאטנית זה תרם לי לרצות להעמיק את החלק שלי בטיפול הפליאטיבי בבית האבות.
03/06/2025 17:50:54	קורס טיפול פליאטיבי	4	4	4	4	4	4	4			
03/06/2025 17:52:04	קורס טיפול פליאטיבי	5	5	4	4	4	4	5	שיח רב מקצועי ושולחן עגול עם  שפחה	אין מה לשפר	
03/06/2025 17:53:17	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	עבודה עם משפחות		
03/06/2025 17:54:00	קורס טיפול פליאטיבי	3	4	3	3	3	3	3		לעתים קרובות מרצים לא יודעים להשתמש בזום וחבל שכך	
03/06/2025 17:56:00	קורס טיפול פליאטיבי	3	4	2	2	2	2	4	בדיירים שנגדיר כפליאטיבים		בכיף
03/06/2025 17:57:50	קורס טיפול פליאטיבי	3	5	3	4	3	3	5			תודה רבה
03/06/2025 17:57:52	קורס טיפול פליאטיבי	3	5	3	3	3	3	5	יעביר הרצאות בנושאים הנלמדים	קצת קשה לשבת מול זום, מניסיוני הרצאות פרונטלית יעילות יותר	
03/06/2025 17:58:43	קורס טיפול פליאטיבי	4	4	4	4	4	4	4	מטופלים עם פצעים כרונים יש לתת חשיבות רבה לטיפול הפליאטיבי 	קורס עשיר בידע שתרם לי הרבה 	
03/06/2025 18:18:12	קורס טיפול פליאטיבי	5	5	5	4	5	5	5	אני עובד בבית אבות גריאטרי וזה יעזור לי מאוד לחזק את התפקיד שלי		
04/06/2025 02:29:15	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	הכשרה פליאטיבית תאפשר לך לספק טיפול מיטבי המשלב רפואה ותמיכה אנושית, תוך התאמה לצרכים הייחודיים של מטופלים במצבים מורכבים	ההכשרה חידדה את חשיבות הגישה ההוליסטית ושיפור התקשורת עם מטופלים ומשפחות.	
27/07/2025 16:05:00	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
27/07/2025 16:06:01	ניהול מניעת זיהומים	5	5	5	5	5	5	5	.	.	
27/07/2025 16:06:45	ניהול מניעת זיהומים	4	4	4	4	4	4	4			
27/07/2025 16:07:41	ניהול מניעת זיהומים	5	5	5	5	5	5	5	איך להתמודד עם חיידקים עמידים במיוחד עם כמה סוגים של בידודים כמו CRAB , CANDIDA AURIS, CRE. 	קורס היה מעניין, למדי המון במיוחד שאני נאמן זיהומים במחלקה שאני עובד 	
27/07/2025 16:08:22	ניהול מניעת זיהומים	5	4	5	5	4	5	4			
27/07/2025 16:08:57	ניהול מניעת זיהומים	5	5	4	4	4	4	4			
27/07/2025 16:09:36	ניהול מניעת זיהומים	4	4	4	4	4	4	4	להכשיר ולהדריך צוות מחלקה 	הכל פירפקט	
27/07/2025 16:09:45	ניהול מניעת זיהומים	5	4	5	5	5	5	5	הכשרה צוות	קורס שמדגיש על הדברים החשובים	
27/07/2025 16:09:51	ניהול מניעת זיהומים	5	5	4	4	4	4	5	הנהלים ובידודים הרבה דברים לא הייתי יודע	קורס נותן הרבה ידע וממליץ בחום	
27/07/2025 16:10:00	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
27/07/2025 16:10:18	ניהול מניעת זיהומים	4	4	4	4	4	4	5	עוד מידע נוסף	קורס מעניין 	
27/07/2025 16:10:25	ניהול מניעת זיהומים	5	5	5	4	4	5	5	להקפיד יותר על נושא חיטויים	חוויה מלמדת ומקדמת	תושה רבה לכם
27/07/2025 16:10:36	ניהול מניעת זיהומים	5	5	5	4	5	4	5			
27/07/2025 16:10:53	ניהול מניעת זיהומים	4	5	4	4	4	5	5	טיפול במטופל בבידוד 		
27/07/2025 16:11:04	ניהול מניעת זיהומים	5	5	5	5	5	5	5	הקפדתי על החלפת כפפות חיטוי ידיים 		
27/07/2025 16:11:27	ניהול מניעת זיהומים	5	5	5	5	5	5	5	התווה כל מה שלמדנו 	הקורס היה מעולה	
27/07/2025 16:11:27	ניהול מניעת זיהומים	5	4	4	4	4	4	3		קורס מעניק הרבה ידע , הרגשתי בנוח עם המרצים וזו לא הפעם הראשונה לי , ובטוח לא האחרונה 	תודה גם לכם 
27/07/2025 16:11:27	ניהול מניעת זיהומים	4	4	4	4	4	4	4		בגלל שזה היה בזום הרגשתי שהיה קשה לי להתרכז ונמנעתי מלהשתתף. 	
27/07/2025 16:11:56	ניהול מניעת זיהומים	3	5	3	3	3	3	3			
27/07/2025 16:11:59	ניהול מניעת זיהומים	5	5	5	5	5	4	4			
27/07/2025 16:12:03	ניהול מניעת זיהומים	5	5	5	5	5	5	5	ארצה לחזק את הנושא של מניעת זיהומים כולל שילוט אחיד בכל המחלקות, גם ארצה להכין שילוט שנתלה בכל מקום מוסד למניעת זיהומים. 	המרצים מעולים תמיד היו מוכנים לענות על כל השאלות, היו זמינים אפילו מעבר לשעות לימוד הקורס, אני מאוד נהניתי ללמוד זיהומים איתכם. 	
27/07/2025 16:12:12	ניהול מניעת זיהומים	4	4	4	4	5	5	5	להקפיד יותר על שטיפות ידיים והגינה		תודה רבה היה מענין מאוד
27/07/2025 16:12:14	ניהול מניעת זיהומים	5	5	5	5	5	5	5	אבצע הדרכות לצוות סיעודי ואשתמש בחומר נילמד	הכל בסדר	
27/07/2025 16:12:14	ניהול מניעת זיהומים	5	5	5	5	5	5	5	התנהלות מול זיהום	היה קורס טוב	
27/07/2025 16:12:15	ניהול מניעת זיהומים	4	3	3	4	3	4	4			
27/07/2025 16:12:45	ניהול מניעת זיהומים	5	5	5	5	5	5	5	הקפדה על נהלי מניעת זיהומים	ההכשרה הייתה מקצועית, עניינית, וממוקדת. ניכר שהושקעה מחשבה רבה בבחירת התכנים ובהצגתם	
27/07/2025 16:12:46	ניהול מניעת זיהומים	5	5	5	5	5	5	5	אהיה יותר מודעת לגבי הנהלים ואשתף אותם עם העובדים סביבי	הקשבה ותמיד נכונות לענות על שאלות - לשיפור	
27/07/2025 16:13:03	ניהול מניעת זיהומים	5	5	5	5	5	5	5	להשתמש בחומר של קורס	איו מה לשפר	
27/07/2025 16:13:32	ניהול מניעת זיהומים	5	5	5	5	5	5	5	אני יעביר לאנשי צוות חומר חשוב שלמדתי	הכל ברור, אן מה לתקן	
27/07/2025 16:13:42	ניהול מניעת זיהומים	5	5	4	5	5	5	5		סרטים הדרכה	
27/07/2025 16:14:23	ניהול מניעת זיהומים	5	5	5	5	5	5	5	בניית תוכנית עבודה	מאוד נהניתי בקורס	תודה רבה היה מלמד מאוד
27/07/2025 16:14:39	ניהול מניעת זיהומים	5	5	5	5	5	5	4	אקפידיותר על חיטוי ידיים, שימוש נכון בציוד מגן בעת הטיפול. העלת מודעות הצוות לחשיבות מניעת זיהומים	הקורס היה מעניין, מרצים העבירו ארצעות בצורה מעניינת, ברורה, תודה ברה!	
27/07/2025 16:14:50	ניהול מניעת זיהומים	5	5	5	5	5	5	5	להקפיד על היניינה  ידיים	היה מאוד מעיין, קיבלתי המון ידע	המון תודה
27/07/2025 16:15:03	ניהול מניעת זיהומים	4	5	4	4	4	4	3	העברת מידע עדכני לצוות שעובד איתי לגבי מניעת העברת זיהומים בין מטופלים	אני אישית יותר אוהבת שיעורים פרונטלים מאשר שיעורי זום, כך יותר מרוכזת והחומר יותר נטפס	
27/07/2025 16:15:04	ניהול מניעת זיהומים	5	5	5	5	5	5	5	שמירה על בטיחות העובד והמטופל		
27/07/2025 16:16:00	ניהול מניעת זיהומים	4	4	4	4	4	4	4			
27/07/2025 16:17:02	ניהול מניעת זיהומים	4	5	4	5	4	4	4	מונשמים א	מלמדת מאוד	
27/07/2025 16:17:37	ניהול מניעת זיהומים	5	5	5	5	5	5	5	כל מה שניתן מהקורס	היה מעולה 	Bellacon1212@gmail.com
27/07/2025 16:17:43	ניהול מניעת זיהומים	5	5	5	5	5	5	5	הנחיית כל עובדי צוות במחלקה למנוע העברת זיהומים	לאחר הקורס ההנחה של המקום נתנה יותר גמישות לישום הנחיות למניעת זיהומים	
27/07/2025 16:17:54	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
27/07/2025 16:18:09	ניהול מניעת זיהומים	5	5	5	5	5	5	5	ככל שניתן 	היה טוב 	zivabad4@gmail.com
27/07/2025 16:19:56	ניהול מניעת זיהומים	4	4	4	4	5	5	5	להקפיד על שטיפות ידיים יותר והגינה		תודה על הכל 
27/07/2025 16:20:06	ניהול מניעת זיהומים	4	4	4	4	4	4	5	אחמיר הקפדה על היגיינת ידיים, שימוש נכון בציוד מגן, ונהלי בידוד. אדגיש לצוות דיווח מהיר על חשיפה.	הקורס היה ברור ומקצועי. לשיפור –יותר תרגול מעשי ומקרים קליניים.	
27/07/2025 19:06:10	ניהול מניעת זיהומים	5	5	5	5	5	5	5	צברתי ידע על מניעת זיהומים, וכמובן שההכשרה עזרה לי ללמוד על טיפולים חדשים	תשומת לב לדיירים וחולים	תודה על הקורס המעניין וההכשרה
11/08/2025 16:12:43	ניהול טיפול בפצע	5	5	5	5	5	5	5			
11/08/2025 16:12:52	ניהול טיפול בפצע	4	4	4	4	4	4	4			
11/08/2025 16:12:55	ניהול טיפול בפצע	5	5	5	4	4	5	5			
11/08/2025 16:13:30	ניהול טיפול בפצע	5	5	5	5	5	5	5	ידע		
11/08/2025 16:13:36	ניהול טיפול בפצע	5	5	5	5	5	4	5			
11/08/2025 16:13:55	ניהול טיפול בפצע	5	5	5	5	5	5	5			
11/08/2025 16:14:05	ניהול טיפול בפצע	3	4	3	3	4	3	4	התייעצות לגבי פצעים. התאמת חבישה. שיפור אבחון פצע. שיפור מעקב רגל סכרתית 	אחרי יום עבודה 3 שעות בזום היה ארוך.  חסרה לי התנסות מעשית	
11/08/2025 16:14:28	ניהול טיפול בפצע	5	5	5	5	4	5	5	נבחרתי כנאמן פצעים מחלקתי בסיעוד מורכב	שהוקרס התבציע דרך זום	
11/08/2025 16:14:31	ניהול טיפול בפצע	5	5	5	5	5	5	5		הכל היה בסדר מאוד 	
11/08/2025 16:14:34	ניהול טיפול בפצע	5	5	4	4	4	4	5			
11/08/2025 16:14:38	ניהול טיפול בפצע	5	5	5	5	5	5	5	אבקש מהממונים להביא חומרי חבישה מתקדמים כמובן	הנוחות בזום הייתה מעולה, הנושאים היו מאוד עניינים 	
11/08/2025 16:14:40	ניהול טיפול בפצע	4	5	3	3	3	3	4	אני אדע יותר להתאים או מה להתאים משחות לפצעים 	היו כמה מרצים שפשוט קראו את המצגת , אולי שיהיה פרונטלי הכי טוב :) 	
11/08/2025 16:14:48	ניהול טיפול בפצע	5	5	5	5	5	5	5	את הטיפול עצמו בכל הפצעים שיש לי במחלקה 	קורס מאוד מעניין - הוסיף לי הרבה ידע , קצת קשה בזום אך זה עזר מאוד ליישם את הזום אחרי יום עבודה . 	תודה לכם 🤍 אלופים 🔝
11/08/2025 16:15:39	ניהול טיפול בפצע	4	4	5	5	4	4	4			
11/08/2025 16:15:44	ניהול טיפול בפצע	4	5	4	4	4	4	4	ברצוני לעודד שימוש רחב יותר בחבישות מתקדמות		
11/08/2025 16:15:59	ניהול טיפול בפצע	5	5	5	5	5	5	5		היו מרצים שהיה להבין את הדיבור וקצב היה מהיר. 	
11/08/2025 16:16:31	ניהול טיפול בפצע	5	5	4	4	4	5	5			
11/08/2025 16:17:20	ניהול טיפול בפצע	4	4	4	4	4	4	5	בחירת טיפול נכון , ודרכי מניעת פצעים 	עדיף לחלק את השעות על 2 ימי לימודים	היה קורס ממש מעניין . 
11/08/2025 16:17:52	ניהול טיפול בפצע	5	5	5	5	5	5	5	שימוש במושגים שכעת הובהרו לי, שימוש בחבישות שונות	אם חלק מדרישות הקורס הן מצלמות פתוחות - לעמוד על כך. הייתה קצת הרגשה של חוסר רצינות מהמשתתפים בקורס. זום זה מאוד נוח שלא צריך לצאת מהבית אבל פחות יעיל מהרצאה פרונטלית. מרצים טובים מאוד לאורך כל הקורס!! 	תודה!
11/08/2025 16:18:28	ניהול טיפול בפצע	5	4	4	4	5	5	4	ידע יותר עמוקה,גם יש חדש	היו כמה מיקרים שלא שומים טוב את המי שמלמד	
11/08/2025 16:19:24	ניהול טיפול בפצע	5	5	5	5	5	5	5			
11/08/2025 16:20:37	ניהול טיפול בפצע	3	4	3	4	3	4	5			
11/08/2025 16:22:55	ניהול טיפול בפצע	5	5	5	5	5	5	5	שיפור בטיפול בפצעים	חוויה מלמדת 	
11/08/2025 16:23:13	ניהול טיפול בפצע	4	4	4	5	4	4	4			
11/08/2025 16:23:23	ניהול טיפול בפצע	5	5	5	5	5	5	5		תודה לכם על הכל 	חוואי חנאן
11/08/2025 16:23:27	ניהול טיפול בפצע	5	4	4	4	5	5	4	איישם טכניקות מתקדמות להערכת פצעים ולטיפול בהם כדי לשפר את תוצאות הריפוי של המטופלים.	ההדרכה הייתה מאוד אינפורמטיבית ומעשית; אני מציע להוסיף עוד סימולציות מעשיות כדי לחזק את המיומנויות.	Thank u very much
11/08/2025 16:26:12	ניהול טיפול בפצע	4	4	5	5	4	4	4		קורס טוב מאוד ואני צמיחה ללמוד הקורס הזה הכול טוב מאוד 	תודה רבה 
11/08/2025 16:30:15	ניהול טיפול בפצע	3	3	4	3	4	4	4	לאחר ההכשרה אני מזהה ומונעת פצעי לחץ בצורה מהירה ויעילה יותר.	היה כייף ממש	בכיייייף
11/08/2025 16:39:48	ניהול טיפול בפצע	5	5	5	4	5	5	5			
11/08/2025 17:01:10	ניהול טיפול בפצע	5	5	5	5	5	5	5			
11/08/2025 17:33:56	סכרת	5	5	5	5	5	5	5	איזון מחלת הסוכרת אצל מטופלים במרפאה 	מרצים מקסימים וידע עשיר 	תודה רבה 
12/08/2025 00:35:32	ניהול מניעת זיהומים	5	5	5	4	4	5	5		היה מאוד מעניין ובשםה ברורה	תודה רבה
03/09/2025 15:20:18	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
03/09/2025 15:20:31	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
03/09/2025 15:21:49	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	5	5	4	5	5	עדיין לא התחלתי בתפקיד , אבל אני רואה שיש הרבה דסרים שאני יכולה לשנות 		
03/09/2025 15:24:26	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	ההכשרה עזרה לי לעזור לדיירים ולהדריך אותם לפי קרייטיריה מיוחדת למניעת עצירות	קורס מאוד נפלא מכל התחומים, תמשיכו כך, תודה רבה 	
03/09/2025 15:24:54	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			בבקשה
03/09/2025 15:26:25	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	4	4	5	5	5	לשיפור מצב המטופל והעשרת ידע 	אין מה לשפר הכל היה מצוין 	
03/09/2025 15:47:12	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	4	5	4	5	4	5	קו טיפול ראשוני לעצירות  הדרכת מטופלים עם עצירות	אני חושב שהקורס הזה כל אח שעובד במוסד גריאטרי חייב לעבור אותו	תודה לכם
03/09/2025 16:03:12	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	הקורס לימד אותי הרבה דברים חשובים וחדשים, הוחל ליישם בשטח מהכלים שלמדתי ולקחתי במהלך הקורס, תודה על הכל.	הקורס תרם לי הרבה ידע והכשרה מקצועית וכלים רבים ומגוונים. 	תודה 
03/09/2025 16:09:15	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
03/09/2025 17:12:43	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	4	4	4	4	5	דרכי טיפול בעצירות ובעיקר טיפול תרופתי בנוסף להתפתחות העצירות ומניעתה.	אולי שיפור זמני הקורס היה קשה לי להאתים שעה הקורס עם העבודה.	תודה רבה על הקורס המעניין 🤍
03/09/2025 17:30:21	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	4	4	5			
03/09/2025 17:33:05	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
03/09/2025 17:33:18	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	אצולת לוחמי הגטאות		
03/09/2025 17:34:05	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5	שניתי אופי הגישה למטופלים עם עצירות התחלתי להיות יותר מאורגנת וכל תוכנית תהיה בענין הנוכן 	תודה לכם היה מאוד עשיר 	
03/09/2025 17:34:08	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	4	4	4	5	5	יש הרבה מבחינת כלכלה הליכות והקפדה על מים וניטור לתוכנית טיפול ומדד		
03/09/2025 17:34:23	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	1	5	5	5	5	5	5	זה עוזר לי למידע ולעזור דיירים במצב שיש עצירות 	הכול בשבלי היה בסדר	
03/09/2025 17:34:50	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	4	5	5	5	הכל על הכיפאק	היה מצויין	אשמח לעוד קורסים
03/09/2025 17:35:08	עדכון ידע בגריאטריה	5	5	5	5	3	4	5	קידום שיטות למניעת עצירות	זה היה מאתגר ומלא מידע שממש יכול לקדם במחלקה וזה ממש מורגש כבר שאני יכול להציע לצוות תכונות למניעת עצירות וגילוי מוקדם	
03/09/2025 17:37:42	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
25/09/2025 14:22:00	קורס טיפול פליאטיבי	3	3	3	3	4	3	2	לי היה מאוד קשה את כול הקור הזה! הופיע לי סינדרום "סטודנט" שכול על מה דיברנו "הלבשתי על אימי..." 	רק את עצמי לשפר עם בחירת קורסים! שמחה שנגמר,הרגשתי דיכאון טוטאלי....	תודה! כול  זה היה שייך לקורס "טיפול תומך במצבי סוף החיים
25/09/2025 14:31:15	קורס טיפול פליאטיבי	5	5	5	5	4	5	5	בעקבות ההכשרה בטיפול פליאטיבי אני שמה דגש רב יותר על הקשבה פעילה למטופלים ולבני משפחותיהם, ועל מתן מענה לצרכים רגשיים ונפשיים בנוסף לטיפול הרפואי. למדתי לשלב כלים להערכת כאב ותסמינים בצורה סדירה, ולהיעזר בשפה רגישה יותר בשיחות על סוף חיים. במקום עבודתי בכוונתי להטמיע גישה רב־מקצועית ולשתף יותר את הצוות בקבלת החלטות משותפת	החוויה שלי מהקורס הייתה משמעותית מאוד   הרחבת הידע התיאורטי, והרגשתי שהנושאים נלמדו בצורה ברורה וממוקדת 	תודה רבה :) 
25/09/2025 16:12:58	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	שינוי בגישה למטופל	חוויה חיובית מאוד	תודה רבה על הקניית ידע נחוץ מאוד
